link,title,price,neighborhood,movein,size,attributes,description,latitude,longitude
http://sfbay.craigslist.org/eby/roo/6102878289.html,"Room in Emeryville, quiet street",900.0,emeryville,,,"['laundry in bldg', 'no smoking', 'no private bath', 'private room']"," Hello, we have a room available now! It will go fast. The room is carpeted and has a window with lots of morning sun. The apartment has 3 balconies and big windows facing the bay bridge. Rent is $800/month. First month rent plus $1,200 security deposit due upon signing. Utilities are about $55 per month including Concast internet. Requirements: Financially responsible to pay rent on time, no nonsense! Your chances are better if you include a LinkedIn or Facebook, or similar Education is a plus Non-tobacco smoker. Except bleezies or spleezos Ready to walk up stairs to our third floor apartment Ready to share one full bathroom and cleaning responsibilities No pets. We are: Late 20's, hard working, into skateboarding. We are not down with powder, and pills, etc. We share one parking space off street. We might not even rent the room to anyone. If we do not respond it could be for any number of reasons, or no reason at all. I'm sure you're awesome so don't get discouraged! Thanks and bless ",37.833627,-122.27858
http://sfbay.craigslist.org/eby/roo/6102886111.html,CUARTO DE RENTA,750.0,oakland east,,,"['no laundry on site', 'no smoking', 'street parking', 'no private bath', 'private room']"," buscando una persona para rentar un cuarto no mas hay una familia de 3 ocupando la casa cercas de Bart preferiblemente a una mujer soltera ($750) o una pareja ($850) biles incluido (pg&e, agua, basura, wifi) baño y cocina compartida entrada privada por favor de llamar o mandar texto a show contact info no mascotas, ni fumadores por favor ",37.7806,-122.2166
http://sfbay.craigslist.org/eby/roo/6102882494.html,Room quiet house for rent $1000 incl all CLOSE TO San Mateo BRIDGE,1000.0,hayward / castro valley,2017-07-01,100,"['cats are OK - purrr', 'furnished', 'laundry on site', 'no smoking', 'street parking', 'private bath', 'private room']"," This rental NOT AVAILABLE UNTIL 7/17 (JULY) taking applications now. Busy working professional with 3 bed house has private room available for rent . Owner works 12-15 hr days and son lives onsite, both quiet individuals seeking renter. Common areas and property has security cams. None in personal areas. Tenancy is month to month- Rent is 1000.00 due by 5th of the month. Must have deposit of same amount. May accept payments. Goods are: Monthly rent includes, Furnished Bedroom with dresser and TV, Also rent includes Elec,Water, Garbage, Cable TV, Microwave, Laundry and High end ""FAST"" Internet included. This is a Quiet nicer area, close to shopping center and fast food restaurants and starbucks, off mission blvd in nicer area. Nice well kept lawn and large backyard BBQ available for use. Bads are: No overnight visitors allowed and no parties, no pets, no sleepovers etc, no heavy drinkers, smokers, or loud anything. Must have own food. Clean up after self. Busy working person preferred must be a pleasant respectful tenant. If interested send a brief message about yourself ( nothing too personal) just general stuff and include income source, monthly income, and how long you been on the job, and include your phone number. we will get back soon. Thank you ",37.621608,-122.039008
http://sfbay.craigslist.org/eby/roo/6102882399.html,Room for rent in our North Oakland home.,850.0,oakland north / temescal,,,"['laundry on site', 'street parking', 'no private bath', 'private room']"," Hey house hunters! We have one room coming up in our six bedroom house on May 15th for $850. Lease is for one year and we do intend to renew in august, you can expect an ~5% increase in the rent based on how our negotations go with the landlord. We are located near 61st and Market in the ""Golden Gate"" part of Oakland on the border of Berkeley and Emeryville. We are a fairly normal house with a good mix of residents. We all work full time and use our home as a place to rest, socialize, and store our stuff. Our house is 420, bike, and LGBTQI friendly. We are currently accepting applicants of all genders and identities. While not a party house we do keep some late hours and light sleepers need not apply. Available room is on the ground floor and some noise from the common areas carries to it but nothing crazy. We have one very well-behaved short-haired cat. Vague summary of your future roommates: T: Works in manufacturing, loves cycling. J: Chef and restaurant manager that throws a mean game of darts. L: Resident tea and coffee expert H: Works at the BEST local bike shop J: Masseuse and expert chiller I: Short haired tabby-cat, weird mix of social-cuddly and skittish-shy. House expenses (Comcast, ATT, EBMUD) are split evenly and are managed via spread sheet and tabulated into your rent check at the end of the month, no fuss or IOUs etc. We are all adults and we expect you to act like one. This is not a co-op, we are not going to feed you or clean up after you, but we do like to share and cook together, entertain and share good vibes on the daily. Generally speaking the house has been low drama and a great place to live. Some of us have been here 4+ years. We prefer if you include a phone number and a brief description of yourself and your habits/preferences in your email. Hope to here from you soon, best of luck. <3 ",37.843783,-122.284055
http://sfbay.craigslist.org/eby/roo/6096496621.html,Furnished Room in Berkeley available,1000.0,berkeley,,,"['furnished', 'no private bath', 'private room']"," Available now till end of July, with the possibility to extend for another year after that (you renew the lease with the landlord-I am mainly looking to just sublet my own lease, which ends in July. The rent is at a discounted rate from now till end of July). It's a room in a 2 bedroom (1 living room 1 kitchen 1bathroom) apartment, and the room may come furnished with desk, lamps, bed, drawer chest, and closet-preferrably you are looking for a place to stay and are willing to take over the furniture. You will be sharing the whole apartment with one girl from the law school. The apartment is close to Wholefoods (3 min walk), Berkeley Bowl, CVS. Also a bus station right in front (6) that goes directly to the campus. Females only, looking for someone that is clean and respectful, thanks! (Sorry, no pets allowed in the apartment building.) ",37.858914,-122.259956
http://sfbay.craigslist.org/eby/roo/6102867810.html,$925 Room for rent 7 min walk to Bart! (oakland lake merritt / grand),925.0,oakland lake merritt / grand,,,"['no private bath', 'private room']"," Free until May 7 first come first get the moving special! Beautiful rooms for renting in a newly renovated apartment. The room has a small patio and will be empty upon move in date. Available now!!!. The apartment is at perfect location, 1 min walk to supermarket, 7 mins walk to bart (15 min to SF downtown or UC Berkeley) and 1 min walk to bus station, 10mins walk to gym and close to Lake Merritt and WholeFoods! I will also have cleaning professionals come to clean the common areas every month to keep your living space clean :) First month rent+last month rent and $300 deposit is required upon move in. I can show the apartment in the evening or by appointment , please contact me only if you can come to see the room text show contact info NO email please!<<<<< Open house hour: by appointment after 7 pm ",37.8085,-122.2668
http://sfbay.craigslist.org/eby/roo/6102875811.html,"2 individual rooms for rent 650, 1208 John San Pablo",650.0,"hercules, pinole, san pablo, el sob",,,"['laundry in bldg', 'no smoking', 'street parking', 'no private bath', 'private room']"," In Large 3 bedroom house in San Pablo walking distance from CC college New laminate floors , remodeled bathroom , Nice kitchen to be shared with with one owner and possibly one more tenant Huge living room, Washer dryer in garage , Big backyard , ,first month 650,+ 50 for utilities +500 deposit , responsible persons ,no parties, no drugs, no drama,only one persons per room ,good references. and please,I don't deal with long distance prospects ,it always gives me the perception of a scam, sorry.ready to move in April 2nd ,Thank you. ",37.978897,-122.349931
http://sfbay.craigslist.org/eby/roo/6102871195.html,Private Bedroom in an Amazing 2BD/1BA in Walnut Creek,1050.0,walnut creek,,,"['laundry on site', 'no smoking', 'street parking', 'no private bath', 'private room']"," I have an amazing unfurnished room available in a 2 Bedroom/1 Bath condo in Walnut Creek. The duplex is right next to the Iron Horse trail, freeway entrance, BART, and just a 2 minute drive to downtown Walnut creek. The available bedroom is a great size with a large closet. The condo was recently updated last year on a quiet street with lots of parking. Laundry is onsite and is only shared with 4 additional units. The place is fully furnished (except for your room) with the common areas downstairs and bedrooms/bathroom upstairs. There is also a small storage closet with room available if you need to store some small items. Rent is $1050 and due on the 1st of every month excluding utilities. Cable, internet, trash, and PG&E would be split and is on average ~$150 a month per person. A security deposit of $1050 and 1st month's rent is due upon move in with a 6-12 month lease. Credit check is required. Unfortunately, no pets are allowed. Me: Professional 29 year old female with the typical M-F work schedule. Low key on weeknights and pretty social on the weekend - but never bring the party home. In my spare time I like going to concerts, sporting events, trying new restaurants etc. I have been living here for a little over a year with my sister who recently moved in with her boyfriend. I love living in this place and it is in the ideal location! You: Professional with a job - not from home. Female preferred. Respectful/considerate of shared space and furniture. No overnight guests. Please send me an email with a little about yourself. The room is available May 2nd at the earliest. Let me know if you have any additional questions. ",37.921633,-122.066678
http://sfbay.craigslist.org/eby/roo/6102861855.html,Room for rent - Utilities/Internet included - walking distance to BART,650.0,oakland east,,,"['w/d in unit', 'no private bath', 'private room']"," Hello, we are looking for a new roommate to fill in a room in our 3 bedroom/1 bath house. The room is available in April. We are a family of four. Must be pet friendly - we have two small dogs, two indoor cats and a hamster (she is always in her cage). Since there are kids living in the home, we are only comfortable with a female roommate. A little info about the room/house: - 11'x11' room with a nice sized closet - Two windows in the room that get lots of natural sunlight - Hardwood floors throughout the house and 10 foot ceilings make it feel nice and open - Large eat-in kitchen with gas stove - we have many kitchen supplies to use if you like to cook! - Brand new refrigerator and washer/dryer - Large backyard with covered patio, fruit trees and space to garden if you'd like - Some storage space is available in detached garage - We are walking distance (8 blocks) from Fruitvale BART station - 1/2 mile from I-880 and 1.5 mi from I-580 - Nearby Fruitvale Station has a FoodMaxx, Starbucks, GameStop and many other stores - Park Street Shopping district in Alameda is just a mile away! - Nob Hill and Farmer Joe's grocery stores are nearby as well We have high-speed (100mbs) wireless internet, and a cable TV connection in the room. All utilities are included. Please send us an email if you are interested, and we can answer any questions you might have. Thank you :) ",37.782366,-122.228833
http://sfbay.craigslist.org/eby/roo/6102838585.html,2 Rooms Avail Including 2.5BA Townhouse-Pleasant Hill/WC Border,1100.0,concord / pleasant hill / martinez,2017-04-01,1538,"['furnished', 'w/d in unit', 'detached garage', 'private bath', 'private room']"," Two spacious rooms for rent in a 3bdr/2.5 bath Townhouse with a pool and 3 parking spots. Prime spot conveniently located by the 680 Freeway, Bart, Various Restaurants & Shops, 24 Hour Fitness and a Local Park. Fully Furnished- except rooms Looking for young professionals drama free, clean and respectful. I like to keep it mellow during the week, but have a good time on the weekends. Male/females ok. If you and a friend are interested, that's cool too! DESCRIPTION *Sq Footage: 1538 sqft. *Bedrooms: 3 Beds *Bathrooms: 2.5 Baths *Parking: 2 Car Garage (Detached) + Unit 3 Designated Parking Spot (3 total) *Lease Duration: 1 Year Preferred (But can be flexible) *Deposit: First & and Last + Security *Pets Policy: No Pets *Laundry: In house *Property Type: Townhouse w/ Pool & Parking LOCATED IN THE HEART OF DOWNTOWN PLEASANT HILL *Walking distance various restaurants, shops, bars and the Pleasant Hill Theatre's *Near BART and Highway 680 (Pleasant Hill or Walnut Creek 5-7 Mins away) *2 blocks from local park *3 Shopping Centers close by (everything you need) NEW APPLIANCE/KEY FEATURES *New Refrigerator w/ water & ice machine *New Dishwasher (Quiet) *New Washer/Dryer *New Gas Stove *New Microwave REMODELED *Brand New Carpets *Bathrooms- All features *All new paint KEY FEATURES *Good size patio- opens to pool area *Air conditioning/Heat *Storage space *Cable/Internet(High Speed) ready-(Seasonal) Includes HBO and NFL Redzone *Fireplace RENT/ SECURITY DEPOSIT *Master Upstairs Room -$1400 Includes Bathroom in room, lots of closet space; willing to discuss keeping it furnished (or not) *Upstairs Room = $1200 **Spacioius w/ walk in closet **Laundry-Washer Dryer Unit Upstairs **Full Bath Upstairs - basically your own *Downstairs Room- $1100 **Spacious/ Private from Living Room **Choice of either Garage Parking Spot or designated spot outside **Two Areas of Extra Space if needed *Security deposit depending on Room *Available Now (can pro-rate) CONTACT INFO: *Reply by Email (Tell me a little bit about yourself) *You can also shoot me a text @ Joey- show contact info Let me know if your interested and we will coordinate a time for you to check out the house. ----------------------- LOCATIONS Downtown Pleasant Hill Local Stores/ Shops/ Restaurants Pete's Coffee Five Guys Vitality Bowls Century Theatre - P-Hill Zachary's Pizza Crescent Dental Center Golfsmiths Togo's Jack's Taps GNC Chipotle Coldstone Yalla Mediterranean Sweet & Tomato UPS Coco Swirl & Yogurt Fleet Foot Sports Verizon T-Mobile Jack's Restaurant & Bar Atlas and Athena Jamba Juice Original Pancake House Michaels Arts & Crafts Bed Bath & Beyond Ross THE COURTYARD (Across The Street) Sprint Vitamin Shoppe Rite Aid Staples Pet Food Express Smart & Final B of A Mike's Camera PLEASANT HILL PLAZA(Across the street) Chase Starbucks Nations Safeway Farrington's Bar Premiere Hairstylist's 1HR Cleaners Massage Hot Tubs Dental Office Taqueria - Los Gallos Express Mountain Mike's Pizza Subway ACROSS THE FREEWAY Costco Wells Fargo Panda Express Best Buy ",37.94389,-122.064174
http://sfbay.craigslist.org/eby/roo/6102829423.html,Room in Beautifully Restored 3Bdr Home,,oakland west,,,"['w/d in unit', 'no private bath', 'private room']"," Room open in 3 bedroom home. 5 Minute walk to Bart. 12 foot ceilings. Room has fireplace. W/D. Parking. Occupants: creative and relaxed mid/late 20's humans. LGTB, 4/20, scent friendly. Per lease: no pets or couples. $1200/ month plus utilities. 4 Month lease with potential for 1 year. Interested: Please respond with information about yourself including: current living situation and why you are moving, what you do for work/fun, passions, and ideal home situation. ",,
http://sfbay.craigslist.org/eby/roo/6102844733.html,A female roommate to share room with,500.0,fremont / union city / newark,,,"['furnished', 'laundry in bldg', 'no smoking', 'street parking', 'no private bath', 'private room']"," Hi I'm Diana, looking for a female roommate to share room with (a shared room with me) Located next to the Union Bart station. Calm location. A park down the block. Please Drama free. Only serious inquiries. Hola me llamo Diana y estoy buscando una muchacha con quien compartir cuarto. Localizado a lado del Bart en Union City. El area esta calmado. Hay un parque cerca. Que no traiga problemas ala casa. ",37.5895,-122.0497
http://sfbay.craigslist.org/eby/roo/6102832292.html,Rento un cuarto,600.0,concord / pleasant hill / martinez,,,"['laundry in bldg', 'no smoking', 'street parking', 'no private bath', 'private room']"," Habitación privada y acogedora para alquilar cerca de la Monumet Blv, Concord Ca, baño compartido cocina compartida. A poca distancia de BART, tiendas, lavandería y freeway $ 600 por mes. Utilidades incluidas (PG & E, agua y basura). Listo para 1 mayo Para una persona con empleo estable, responsable No drogas, no fumar, no hay fiesta, sin mascota. Si está interesado, por favor envíe un mensaje de texto. show contact info o show contact info ",37.9823,-122.0362
http://sfbay.craigslist.org/eby/roo/6089900994.html,Sunny Room in a large Rockridge House $741,,oakland rockridge / claremont,,,"['no laundry on site', 'street parking', 'no private bath', 'private room']"," Room available in a house shared with 5 other people, move in between May 1st and May 15th. The room is on the second floor with two west facing windows that get lots of morning sun, Hardwood floors, and a large closet. It is a little packed full of stuff at the moment, but is a good sized space. The house is about a ten minute walk to Rockridge Bart (about 20 to Ashby), a few blocks from College Ave and just off Telegraph (63rd and Telegraph). The house has two kitchens, so cooking is not the pileup you would imagine with 6 housemates. Also two bathrooms. We have lots of garden space in the front and back, so if you enjoy gardening this could be an ideal spot! We are not a community house, everyone is friendly, but mostly keep to themselves, we do however share basic household items. Rent is $741.28 a month (plus bills) and there is a $1000 deposit at move in. If you are interested or have any questions, please email me, trying to show the space this weekend. Thanks! ",37.848748,-122.260687
http://sfbay.craigslist.org/eby/roo/6102824440.html,Room/Board in Exchange for Nanny/Mothers Helper + Stipend,,danville / san ramon,,,"['furnished', 'laundry on site', 'no smoking', 'street parking', 'no private bath', 'private room']"," I am a busy, professional single mom looking for a live in a nanny/mother's helper for my fun loving 9 year old son starting as soon as possible. The position would consist of about 15-20 hours a week and it would involve mostly late afternoons (4pm and on),evening hours, some weekends. During school breaks more hours may be required. Job duties would include sometimes picking up my son from school, taking him to activities, occasionally preparing easy meals for him during the babysitting time, some light house work (cleaning up after any meal/activity), etc. This is ideal for a college student or someone that would like to work part time during the day/mornings. Qualifications for the position include: previous nanny or experience with elementary aged children preferred , highly responsible and dependable, able to have flexibility in schedule, ability to engage children, clean and tidy person, must have reliable, safe car. References, fair credit score and good driving record. No Smoking, no pets. We live in Danville in a 4 bedroom, 2 bath house. Pay would most likely be structured off of what market rent (plus 3rd utilities) would be for room rent and there would be a credit for hours babysat from previous month. ",37.814,-121.966
http://sfbay.craigslist.org/eby/roo/6102810696.html,"QUIET FURNISHED  GARDEN PATIO ROOM-WALK or BIKE TO UCB, LBL, BART",1060.0,berkeley,,,"['furnished', 'no smoking', 'street parking', 'no private bath', 'private room']"," NICE QUIET FURNISHED PRIVATE PATIO ROOM IN 3br1ba APT IN POPULAR ELMWOOD (College@Ashby) DISTRICT- ONE OF BERKELEY'S BEST, MOST CONVENIENT, WALKABLE & BIKEABLE NEIGHBORHOODS! THIS APT HAS 3 PRIVATE GARDEN PATIO AREAS and FAST WiFi! 8 min BIKE RIDE TO UCB, LBL, BART, WHOLE FOODS MARKET, OAKLAND, ETC. INTERNATIONAL STUDENTS WELCOME! THIS QUIET FURNISHED ROOM HAS FRENCH DOORS, PRIVATE BACK PATIO, PEACEFUL SHADE GARDEN WITH WiFi ACCESS, A PICNIC TABLE, BBQ, JAPANESE MAPLES AND A TALL REDWOOD TREE. IDEAL SETTING FOR OUTDOOR READING, LAPTOP USE, STUDYING OR RELAXING. ITS LIKE HAVING A SEPARATE OUTDOOR PRIVATE ROOM WITH WiFi! BRIGHT SHARED MODERN KITCHEN WITH GAS STOVE, STAINLESS STEEL SINK, FRIDGE, CHOPPING TABLE, LOTS OF CUPBOARDS AND COOKING UTENSILS. LIVING ROOM HAS FRENCH DOORS, GARDEN VIEWS, CEILING FAN. SPACIOUS BLUE TILED SHARED BATHROOM WITH SHOWER, SHELVES, RETRO PORCELAIN SINK AND CHROME FIXTURES. SMALL FRONT GARDEN PATIO WITH FERNS, FLOWERS AND POTTED PLANTS. EASY 5 min WALK TO THE LIVELY ELMWOOD (ASHBY @ COLLEGE) SHOPPING DISTRICT AND BAKERIES, RESTAURANTS, POST OFFICE, BANKS, GROCERY STORES, LAUNDRY, ETC! MULTIPLE WiFi CAFES NEARBY FOR STUDYING OR MEETING WITH FRIENDS! INDEPENDENT CINEMA AND BOOKSTORE ONLY ONE BLOCK AWAY. 8 min BIKE RIDE TO UCB, LBL or ROCKRIDGE BART. HALF BLOCK TO 51 COLLEGE BUS ROUTE ONLY 5 min TO UCB CAMPUS. SHARE APT WITH 2 OTHER CLEAN, FRIENDLY, HARDWORKING, MALE INTERNATIONAL UCB/LBNL GRAD STUDENTS. WE ENJOY OUTDOORS, HIKING, CYCLING, TRAVEL AND DIFFERENT CULTURES! STREET PARKING AVAILABLE BUT CAR NOT NEEDED HERE! WALK, BIKE OR BUS ARE EASY! COMPLETE FURNISHINGS, BED & LARGE DESK, DRESSER INCLUDED AVAILABLE NOW. TAKE SOME TIME TO WALK AROUND THE ELMWOOD (COLLEGE @ ASHBY) NEIGHBORHOOD TO SEE WHAT MAKES IT SO POPULAR & CONVENIENT! ",37.858726,-122.251379
http://sfbay.craigslist.org/eby/roo/6102797767.html,FURNISHED ROOM IN CONCORD,800.0,concord / pleasant hill / martinez,,,"['no laundry on site', 'street parking', 'private bath', 'private room']"," NICE ROOM WITH PRIVATE FULL BATH CLOSE TO FREEWAY, DOWNTOWN PLEASANT HILL AND COTSCO. $800 MONTH + $300 DEPOSIT.ALL UTILITY INCLUDED ",37.9823,-122.0362
http://sfbay.craigslist.org/eby/roo/6102795888.html,"Newly furnished, Female Roommate only&#38451;&#20809;&#22823;&#25151;",900.0,fremont / union city / newark,,,"['furnished', 'w/d in unit', 'no smoking', 'off-street parking', 'private bath', 'private room']", 新式House全新装修，全新地毯／家具，极速上网，拎包入住！ 现招女生室友，爱干净，安静。厨房不可大煮。 不可带人来访或留宿，无宠物，无吸烟。 房子位于在92号桥和84号桥的中间位置，Union City 与 Hayward交界处。 一分钟上高速880 Industrial Pkwy出口，出行非常方便。 走路一分钟有Starbucks，开车3分钟到Costco。 开车五分钟 到 Union Landing，有很多美国超市，银行，电影院，连锁餐馆和商场。 靠近各大华人超市及餐馆，生活非常便利。 位于湾区中心位置，去往旧金山和湾区各城市都只需20分钟。 交通方便，生活便利，优质高雅生活小区！ 现可入住，欢迎随时看房！ $900/month （水电网等费用全包） 微信：L_3HTMS 电话： show contact info 五一〇 四三五 〇三一〇 ,37.617903,-122.071667
http://sfbay.craigslist.org/eby/roo/6102803677.html,Nice furnished room for  young professional !,990.0,walnut creek,,,"['furnished', 'w/d in unit', 'no smoking', 'off-street parking', 'private bath', 'private room']"," Looking for respectful , social , kind roommate who is responsible , professional , clean , pay the bills on time .At this time I'am looking for Young professional on his/her 30's or 40's - Nonsmoker - no pets or overnight guests allowed It's a quiet area nearby and public transportation as well. The room is furnished with bed, dresser and tv. Cable tv and wifi included in rent as well as PG&E, you will have access to the common areas of the home, living room, kitchen, laundry . If you like to cook it's ok ! Cleanliness and organization is very important I would like to keep the place nice & clean . Work & Personal reference required ! Month to Month lease contract - Deposit ( $ 500 ) + first Month total to move-in About me : Young professional business owner , late 30's Female , Nonsmoker , non drinker , just in special occasion . Social , friendly , very active ! Love to exercise , bike ride , movies , restaurants , cooking , to name a few ! Please respond with a brief description about yourself and what are you're looking for . Best Regards , ",37.926423,-122.057673
http://sfbay.craigslist.org/eby/roo/6102801425.html,Room for rent in large victorian,950.0,oakland east,2017-05-01,200,"['cats are OK - purrr', 'laundry on site', 'off-street parking', 'no private bath', 'private room']"," Hello we have a nice room with a closet in a victorian house available on the first. We are centrally located very near to 19th street Bart. All utilities are included in rent including water, electricity, gas, garbage, laundry, and WiFi. There is a outside area with fire garden chimney that is available for social use. We mostly work early on weekdays so enjoy the quiet, but don't mind having people over for dinner parties and such on weekend nights. We are in general a clean and quiet house. Cats are welcome, the ones we have usually stay in their owners area but are free to roam about as they wish. We are inclusive of all races and genders and orientations and appreciate tolerance and friendliness Please have a steady job! Good Luck ",37.8085,-122.2668
http://sfbay.craigslist.org/eby/roo/6102787411.html,Room with private bathroom,800.0,san leandro,,,"['no smoking', 'street parking', 'private bath', 'private room']"," Room for rent in San Leandro two block from East 14th and two blocks from San Leandro Blvd. About seven minutes walking distance from the San Leandro BART station . It has its own entrance and bathroom. $800 for one person and $900 two persons No access to kitchen or laundry No pets. No smoking. Plenty parking on the street, deposit $500 Ready to move in. Only calls please no texts or Emails. show contact info ",37.7205,-122.1587
http://sfbay.craigslist.org/eby/roo/6102764329.html,a dayRoom for rent  commuter  Room,1.0,lafayette / orinda / moraga,,,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'laundry on site', 'no smoking', 'street parking', 'private bath', 'private room']", Big. Room for rent. Text me. Big. Room 1500 sf ft. Commuter room for rent. USA. Ca. 94549. week. For room. For 2. a day. Text me. show contact info ,37.8961,-122.1119
http://sfbay.craigslist.org/eby/roo/6102763564.html,a dayRoom for rent  commuter  Room,1.0,lafayette / orinda / moraga,,,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'laundry on site', 'no smoking', 'street parking', 'private bath', 'private room']", Big. Room for rent. Text me. Big. Room 1500 sf ft. Commuter room for rent. USA. Ca. 94549. week. For room. For 2. a day. Text me. show contact info ,37.8961,-122.1119
http://sfbay.craigslist.org/eby/roo/6102769897.html,Room available in WC condo for May,1100.0,walnut creek,,,"['w/d in unit', 'private bath', 'private room']"," Looking to fill one room in a three bedroom/ 2 bath condo in WC, room will be available 5/15. Unit has washer/dryer, dishwasher, new refrigerator/ newer appliances. Bedroom is standard size with large mirrored closets. Large living room w/ fireplace and dinning area. We have ample parking around small complex, which has pool and small BBQ area. Very close to Shopping center, Starbucks, Grocery Store. Easy access to 680/ HWY 24 and BART. $1100 Rent & Deposit gets you moved in. Email back with a little information about yourself and contact info. Thank you. ",37.9182,-122.0717
http://sfbay.craigslist.org/eby/roo/6102762752.html,a dayRoom for rent  commuter  Room,1.0,lafayette / orinda / moraga,,,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'laundry on site', 'no smoking', 'street parking', 'private bath', 'private room']", Big. Room for rent. Text me. Big. Room 1500 sf ft. Commuter room for rent. USA. Ca. 94549. week. For room. For 2. a day. Text me. show contact info ,37.8961,-122.1119
http://sfbay.craigslist.org/eby/roo/6102762102.html,a dayRoom for rent  commuter  Room,1.0,lafayette / orinda / moraga,,,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'laundry on site', 'no smoking', 'street parking', 'private bath', 'private room']", Big. Room for rent. Text me. Big. Room 1500 sf ft. Commuter room for rent. USA. Ca. 94549. week. For room. For 2. a day. Text me. show contact info ,37.8961,-122.1119
http://sfbay.craigslist.org/eby/roo/6092619118.html,Furnished Room for Rent for Female,1050.0,oakland hills / mills,2017-04-30,120,"['dogs are OK - wooof', 'furnished', 'w/d in unit', 'no smoking', 'street parking', 'no private bath', 'private room']"," Seeking responsible female for a sunny furnished room. Room is available for a woman in a charming Oakland Hills home with female homeowner. Large back yard and patio. Nature views with lots of trees. Quiet, safe neighborhood. Next to 87 acres of open space park in dog friendly neighborhood. Minutes away from bicycle, horse and walking trails. Minutes from SF Express Bus Line. Minutes from BART. No smoking, no chemical or scented body care or cleaning products allowed. First, last, and security deposit required. Split utilities 50/50. ",37.7641,-122.1633
http://sfbay.craigslist.org/eby/roo/6102752080.html,Room for rent in 2 Bedroom apt,950.0,oakland east,,,"['cats are OK - purrr', 'furnished', 'off-street parking', 'no private bath', 'private room']", Room for rent in a 2 bedroom 1 bath apt in the Fruitvale district. Rent is $950 plus utilities. Must be able to prove pay stubs/stable work and valid ID. Me: Late 20's. Works 4 days a week. Laid back. Looking for a person who's laid back and doesn't have drama. No crazy bf/gf's! Hoping to meet and sign a 6 month lease and see where things go from there. Respond back with details about you. ,,
http://sfbay.craigslist.org/eby/roo/6080174461.html,EMERGENCY Room Rental (Shared),750.0,oakland east,,,"['furnished', 'laundry on site', 'off-street parking', 'no private bath', 'room not private']"," NOTE: THIS IS SHARED ROOMS / NOT PRIVATE! We provide emergency, transitional and permanent housing for homeless Veterans, and those on a fix income, for more information call show contact info ",37.7402,-122.171
http://sfbay.craigslist.org/eby/roo/6089493659.html,Partial share - Master suite for mature / helpful person,350.0,pittsburg / antioch,2017-03-15,200,"['furnished', 'laundry in bldg', 'no smoking', 'street parking', 'private bath', 'private room']"," I am looking for a mature open minded female person to share a large master suite and private bath with me , im home half the week or sometimes less ,I want some help a few days a month getting the place organized better. great king bed in large room with sofa - you can sleep on sofa when im there if you prefer - or we could add another bed. by the way 3 females already share the 4 bedroom house, Im only asking for $350 month - and its a nice home ! then if this sounds like it may work for you send phone # in your e-mail please. ",,
http://sfbay.craigslist.org/eby/roo/6080175180.html,Veteran Looking For Shared Room and Board,750.0,oakland east,,,"['furnished', 'laundry on site', 'off-street parking', 'no private bath', 'room not private']"," NOTE: THIS IS SHARED ROOMS / NOT PRIVATE! About Robinson's Room & Board Robinson Room and Board is a single family home that provides shared housing, we offer a smaller, more home-like family setting for Male Adults ages 21 and over. We offer a carefree lifestyle, free of everyday living responsibilities, such as meal preparation, and laundry. $750/month + $500 security deposit water/pg&e/free wifi included Here are some of the basic services offered in our home: ◾Comfortable Shared Rooms ◾Nutritious Daily Meals ◾Laundry Service We accept Social Security's Representative Payment Our home does not have a medical professional on-site. ",37.7402,-122.171
http://sfbay.craigslist.org/eby/roo/6102726989.html,Veteran Looking For Shared Room and Board,750.0,oakland east,,,"['laundry on site', 'off-street parking', 'no private bath', 'room not private']"," NOTE: THIS IS SHARED ROOMS / NOT PRIVATE! About Robinson's Room & Board Robinson Room and Board is a single family home that provides shared housing, we offer a smaller, more home-like family setting for Male Adults ages 21 and over. We offer a carefree lifestyle, free of everyday living responsibilities, such as meal preparation, and laundry. $750/month + $500 security deposit water/pg&e;/free wifi included Here are some of the basic services offered in our home: ◾Comfortable Shared Rooms ◾Nutritious Daily Meals ◾Laundry Service We accept Social Security's Representative Payment Our home does not have a medical professional on-site. ",37.7402,-122.171
http://sfbay.craigslist.org/eby/roo/6080183604.html,Need Housing?,750.0,oakland east,,,"['laundry on site', 'off-street parking', 'no private bath', 'room not private']"," NOTE: THIS IS SHARED ROOMS / NOT PRIVATE!About Robinson's Room & Board Robinson Room and Board is a single family home that provides shared housing, we offer a smaller, more home-like family setting for Male Adults ages 21 and over. We offer a carefree lifestyle, free of everyday living responsibilities, such as meal preparation, and laundry. $750/month + $500 security deposit water/pg&e/free wifi included Here are some of the basic services offered in our home: ◾Comfortable Shared Rooms ◾Nutritious Daily Meals ◾Laundry Service We accept Social Security's Representative Payment Our home does not have a medical professional on-site. ",37.7402,-122.171
